Location,Latitude,Longitude,Bedrooms,Garage,Bathrooms,Price
East legon hills,5.6927588,-0.1004742,3,2,4,660000
Adjiringanor,5.6496506,-0.1366577,4,,4,3575000
Spintex,5.6288265,-0.0901987,4,,4,1210000
Pokuase,5.6892131,-0.2826359,2,,2,493000
Agbogba,5.6918579,-0.1984465,4,,4,1020000
Michel camp,5.728968699999999,-0.024570781371168977,4,,4,2280000
Spintex,5.6288265,-0.0901987,2,,2,1200000
East legon,5.6392848,-0.1624589,5,1,5,3240000
Cantonments,5.5841563,-0.1692489,4,,4,5225000
East legon,5.6392848,-0.1624589,3,,3,1380000
Spintex,5.6288265,-0.0901987,4,,4,1210000
East legon,5.6392848,-0.1624589,5,,5,4200000
Oyarifa,5.756972,-0.1748633,4,,4,1680000
Oyarifa,5.756972,-0.1748633,3,,3,550000
Spintex,5.6288265,-0.0901987,3,,3,840000
West trasacco,5.6471725,-0.1134111,4,,4,2280000
East legon hills,5.6927588,-0.1004742,3,,3,459000
East legon,5.6392848,-0.1624589,3,,3,1650000
Spintex,5.6288265,-0.0901987,4,,4,1265000
East legon hills,5.6927588,-0.1004742,5,4,6,1296000
East legon hills,5.6927588,-0.1004742,3,,3,550000
East legon,5.6392848,-0.1624589,5,,6,4590000
East airport,5.6271981,-0.1080795,4,,4,2475000
East legon hills,5.6927588,-0.1004742,3,2,4,660000
Lashibi,5.6850117,-0.0383551,4,,4,770000
East legon hills,5.6927588,-0.1004742,2,,2,1044000
East airport,5.6271981,-0.1080795,4,,4,2280000
Adjiringanor,5.6496506,-0.1366577,4,2,4,1980000
East legon hills,5.6927588,-0.1004742,4,,5,1430000
West legon,5.64659785,-0.18799765768516785,4,,4,1512000
Ashaley botwe,5.6864517,-0.1369489,4,,4,1160000
East legon hills,5.6927588,-0.1004742,3,,3,1450000
Lashibi,5.6850117,-0.0383551,4,,4,2146000
Adenta,5.7041391,-0.1687965,3,,3,759000
Tema,5.6596441,-0.0096592,3,,3,675000
Sakumono,5.6252982,-0.0570156,4,,4,1920000
Dzorwulu,5.6130923,-0.1991566,4,2,5,2700000
Adjiringanor,5.6496506,-0.1366577,4,1,4,2262000
West legon,5.64659785,-0.18799765768516785,4,2,5,2052000
Michel camp,5.728968699999999,-0.024570781371168977,4,,4,2280000
West trasacco,5.6471725,-0.1134111,5,,5,3850000
Cantonments,5.5841563,-0.1692489,4,2,5,15120000
Cantonments,5.5841563,-0.1692489,4,,4,6050000
East legon hills,5.6927588,-0.1004742,4,4,5,4320000
East legon,5.6392848,-0.1624589,4,,4,2970000
East legon hills,5.6927588,-0.1004742,4,,4,2900000
Oyarifa,5.756972,-0.1748633,4,,4,1044000
Dzorwulu,5.6130923,-0.1991566,4,,4,3300000
Pokuase,5.6892131,-0.2826359,3,,3,783000
Tema,5.6596441,-0.0096592,3,,3,675000
Dzorwulu,5.6130923,-0.1991566,4,2,5,2700000
Kwabenya,5.6738604,-0.2488115,4,,4,990000
West trasacco,5.6471725,-0.1134111,4,,4,2475000
Pokuase,5.6892131,-0.2826359,2,,2,493000
West legon,5.64659785,-0.18799765768516785,4,2,5,2052000
East legon hills,5.6927588,-0.1004742,4,,4,1102000
Cantonments,5.5841563,-0.1692489,4,2,5,15120000
Cantonments,5.5841563,-0.1692489,4,,4,6050000
Agbogba,5.6918579,-0.1984465,3,,2,486000
East legon,5.6392848,-0.1624589,4,,4,4950000
Cantonments,5.5841563,-0.1692489,6,5,7,26550000
Sakumono,5.6252982,-0.0570156,4,,4,1920000
East airport,5.6271981,-0.1080795,4,4,4,1485000
East legon hills,5.6927588,-0.1004742,4,2,5,880000
East legon,5.6392848,-0.1624589,4,,4,1925000
Adjiringanor,5.6496506,-0.1366577,4,1,4,2262000
Haatso,5.6706808,-0.2033502,4,,5,1566000
Adjiringanor,5.6496506,-0.1366577,4,,4,2200000
