Location,Latitude,Longitude,Bedrooms,Garage,Bathrooms,Price
Cantonments ,5.5841563,-0.1692489,5,6,6,17920000
East legon,5.6392848,-0.1624589,5,,5,4970000
East legon,5.6392848,-0.1624589,7,,6,3360000
East legon ( american house),5.6475723,-0.1500724,5,6,6,1522892
East legon,5.6392848,-0.1624589,4,1,5,1740448
East legon,5.6392848,-0.1624589,4,,4,3276000
East legon hills,5.6927588,-0.1004742,3,,4,1599476
East legon hills,5.6927588,-0.1004742,4,,5,1968600
Spintex road ,5.6261065,-0.0827287,3,,3,625474
East legon hills,5.6927588,-0.1004742,4,3,5,1260000
Adenta ,5.7041391,-0.1687965,4,5,5,1260000
Oyarifa,5.756972,-0.1748633,2,2,1,350000
East legon,5.6392848,-0.1624589,4,,5,1885000
Oyarifa ,5.756972,-0.1748633,3,1,4,1359725
East legon-adjiringanor ,5.6473563,-0.1496532,6,2,8,3807230
Adenta,5.7041391,-0.1687965,4,,4,13950000
Adenta,5.7041391,-0.1687965,3,,3,601400
Adenta ,5.7041391,-0.1687965,3,2,3,855600
Adenta,5.7041391,-0.1687965,3,,3,899000
Adenta,5.7041391,-0.1687965,3,,3,1364000
Adenta,5.7041391,-0.1687965,2,,2,545600
Prampram,5.71491,0.106142,4,3,5,2450000
Spintex,5.6288265,-0.0901987,3,,3,800000
Dome,5.6554227,-0.232884,4,2,5,4966580
Spintex,5.6288265,-0.0901987,4,4,4,1767643
Amasaman,5.703291,-0.2990647,4,1,3,450000
Adjiringanor,5.6496506,-0.1366577,10,5,10,1853200
Spintex,5.6288265,-0.0901987,3,5,4,910000
Tema community 22,5.7069368,-0.0165864,4,4,4,1200000
East airport,5.6271981,-0.1080795,5,2,4,5015000
East legon hills,5.6927588,-0.1004742,3,2,4,652668
West legon,5.6476582,-0.1960267,6,,6,2447505
West legon,5.6476582,-0.1960267,6,1,6,1903615
East legon hills ,5.6927588,-0.1004742,4,4,4,1800000
Community 25,5.7366446,0.0365789,6,5,5,7560000
Spintex ,5.6288265,-0.0901987,3,3,4,1070000
Cantonments,5.5841563,-0.1692489,5,,5,4547635
East legon hills,5.6927588,-0.1004742,3,,3,649000
North legon,5.6777411,-0.1822898,5,,5,2225286
East legon,5.6392848,-0.1624589,5,,6,3698452
Ashaley botwe,5.6864517,-0.1369489,5,,7,800000
Adjiringanor,5.6496506,-0.1366577,7,7,7,3450000
East legon,5.6392848,-0.1624589,9,5,6,6650000
East airport,5.6271981,-0.1080795,4,2,5,2284338
East legon hills,5.6927588,-0.1004742,3,5,4,1020000
East legon hills,5.6927588,-0.1004742,5,4,6,2833532
East legon hills,5.6927588,-0.1004742,3,8,4,1770957
Sakumono ,5.6252982,-0.0570156,4,4,5,3600000
Spintex,5.6288265,-0.0901987,2,,2,480000
East legon,5.6392848,-0.1624589,3,,4,980000
Ashongman ,5.697026,-0.2338194,4,1,5,1577281
Sakumono - lashibi,5.6367782,-0.0635137,4,,4,3780000
Oyarifa,5.756972,-0.1748633,3,2,3,707057
East legon ,5.6392848,-0.1624589,3,2,4,1722800
Greda estate,5.6162341,-0.1009744,9,,9,1550000
Adenta,5.7041391,-0.1687965,4,,4,2175560
Dome,5.6554227,-0.232884,4,5,5,1087780
Spintex baatsona ,5.6264424,-0.078819,3,,4,600000
Ogbojo,5.6691197,-0.1478252,4,4,5,1359725
Tema,5.6596441,-0.0096592,4,4,4,730000
East legon,5.6392848,-0.1624589,4,5,5,3100000
Achimota,5.6242019,-0.2276807,4,5,3,1755000
Bortianor,5.5078931,-0.3362458,4,8,5,715000
Dome pillar 2,5.6531692,-0.2167042,4,6,5,1200000
Agbogba,5.6918579,-0.1984465,3,4,4,595000
East legon,5.6392848,-0.1624589,5,5,4,3276000
Achimota,5.6242019,-0.2276807,3,2,3,1180000
Airport residential area,5.6132499,-0.1832656,5,,5,8250000
East legon,5.6392848,-0.1624589,5,5,4,3276000
Achimota,5.6242019,-0.2276807,3,2,3,1180000
Airport residential area,5.6132499,-0.1832656,5,,5,5400000
Dome,5.6554227,-0.232884,5,5,6,2030000
East legon hills,5.6927588,-0.1004742,4,3,5,910000
Spintex ,5.6288265,-0.0901987,4,6,5,2280000
East legon hills,5.6927588,-0.1004742,3,,3,900000
North legon,5.6777411,-0.1822898,5,2,6,1850000
New bortianor,5.5477904,-0.3482181,7,,7,3600000
Community 22,5.7125358,-0.0293623,3,,3,873750
Adjiringanor,5.6496506,-0.1366577,5,5,8,3775064
East legon,5.6392848,-0.1624589,4,4,5,2835000
Bortianor,5.5078931,-0.3362458,3,4,4,230000
Spintex,5.6288265,-0.0901987,3,4,4,630000
Oyarifa,5.756972,-0.1748633,5,6,6,1600000
Spintex,5.6288265,-0.0901987,4,,4,1207500
Spintex,5.6288265,-0.0901987,4,,4,2481615
Spintex,5.6288265,-0.0901987,6,,6,2719450
Weija,5.5792263,-0.3306792,5,5,2,450000
East legon,5.6392848,-0.1624589,4,4,5,2857500
Weija,5.5792263,-0.3306792,5,5,2,450000
Adjiringanor,5.6496506,-0.1366577,4,,5,2700000
Oyarifa,5.756972,-0.1748633,3,,4,1110000
Ashongman ,5.697026,-0.2338194,4,4,5,700000
Adjiringanor,5.6496506,-0.1366577,4,,5,2400000
East legon hills,5.6927588,-0.1004742,4,1,4,1482000
East legon hills,5.6927588,-0.1004742,4,,4,1425000
Adjiringanor,5.6496506,-0.1366577,4,1,4,1713900
East legon,5.6392848,-0.1624589,3,3,3,1200000
Amasaman,5.703291,-0.2990647,5,1,5,920000
East legon,5.6392848,-0.1624589,4,,4,2700000
Lashibi,5.6850117,-0.0383551,3,1,2,900000
Adjiringanor,5.6496506,-0.1366577,4,2,5,2700000
East legon hills,5.6927588,-0.1004742,3,,2,741000
Amasaman,5.703291,-0.2990647,3,1,3,570000
Amasaman,5.703291,-0.2990647,2,1,2,295000
Achimota,5.6242019,-0.2276807,4,1,4,2175560
Amasaman,5.703291,-0.2990647,2,1,2,353529
Achimota,5.6242019,-0.2276807,4,2,4,2200000
Achimota,5.6242019,-0.2276807,4,1,4,1631670
Dzorwulu,5.6130923,-0.1991566,6,2,7,5438900
Cantonments,5.5841563,-0.1692489,4,,4,39000000
Amasaman,5.703291,-0.2990647,3,1,3,456868
Dzorwulu,5.6130923,-0.1991566,5,1,5,3200000
Amasaman,5.703291,-0.2990647,1,,1,155000
Amasaman,5.703291,-0.2990647,3,1,3,380000
Amasaman,5.703291,-0.2990647,2,1,2,395000
Amasaman,5.703291,-0.2990647,5,1,5,870000
Spintex,5.6288265,-0.0901987,3,4,4,552500
Kwabenya,5.6738604,-0.2488115,2,2,1,486981
Adjiringanor,5.6496506,-0.1366577,9,,9,6650000
Spintex,5.6288265,-0.0901987,4,,3,1740000
Tema ,5.6596441,-0.0096592,2,5,2,876000
East legon,5.6392848,-0.1624589,3,4,4,1468503
Tema,5.6596441,-0.0096592,9,2,6,4500000
Tema community 25,5.6791912,-0.0229697,4,4,5,250000
Accra dzorwulu,5.6130923,-0.1991566,8,12,8,9164000
East legon,5.6392848,-0.1624589,5,3,6,3531181
Tema community 25,5.6791912,-0.0229697,3,3,3,720000
East airport,5.6271981,-0.1080795,4,4,5,2280000
Spintex,5.6288265,-0.0901987,4,5,5,1849600
Tse addo,5.571400049999999,-0.13534024999999966,4,4,5,3314000
East legon,5.6392848,-0.1624589,4,3,3,2340800
Tema community 25,5.6791912,-0.0229697,3,2,4,1150840
Cantonments,5.5841563,-0.1692489,5,5,6,7182000
East airport,5.6271981,-0.1080795,4,3,4,2283800
East legon,5.6392848,-0.1624589,4,,5,2186595
Tema community 25 ,5.6791912,-0.0229697,4,15,4,650000
Tema community 25,5.6791912,-0.0229697,2,2,2,350000
East legon,5.6392848,-0.1624589,3,3,4,2235000
Ayi mensah,5.7828565,-0.1816539,2,2,3,1023000
East legon hills,5.6927588,-0.1004742,4,4,5,1362000
Adenta,5.7041391,-0.1687965,4,4,5,1628136
Spintex,5.6288265,-0.0901987,3,3,3,1660150
East legon hills,5.6927588,-0.1004742,3,,3,890000
Spintex,5.6288265,-0.0901987,4,1,4,1903615
Spintex road,5.6261065,-0.0827287,3,,3,1253433
Tema,5.6596441,-0.0096592,4,,4,1098705
Bortianor ,5.5078931,-0.3362458,8,7,8,1968500
East legon hills,5.6927588,-0.1004742,4,5,5,1820000
Spintex,5.6288265,-0.0901987,3,,3,1087780
Spintex,5.6288265,-0.0901987,4,,4,1821091
East legon,5.6392848,-0.1624589,5,5,5,2447505
East airport,5.6271981,-0.1080795,4,4,4,2447505
East legon hills,5.6927588,-0.1004742,3,4,3,652668
Ashongman,5.697026,-0.2338194,4,10,5,979002
Spintex,5.6288265,-0.0901987,3,3,2,489501
Regimanuel estate,5.6503471,-0.0666762,4,2,5,3807230
Spintex road,5.6261065,-0.0827287,5,1,5,2719450
Roman ridge,5.6052845,-0.1973074,4,,4,7200000
Trasacco valley ,5.6576467,-0.112441,8,5,9,7200000
East legon,5.6392848,-0.1624589,5,,6,2719450
East legon ,5.6392848,-0.1624589,4,1,5,3420000
East legon,5.6392848,-0.1624589,3,,3,815835
East legon ,5.6392848,-0.1624589,4,,5,4480000
East legon ,5.6392848,-0.1624589,4,,5,1792000
East legon ,5.6392848,-0.1624589,4,1,5,1359725
East legon ,5.6392848,-0.1624589,4,1,5,1359725
East legon ,5.6392848,-0.1624589,7,,8,4580000
East legon,5.6392848,-0.1624589,4,,5,1958004
East legon ,5.6392848,-0.1624589,4,2,5,5760000
East legon ,5.6392848,-0.1624589,4,,5,2680000
East legon ,5.6392848,-0.1624589,4,,5,2688000
East legon trasacco ,5.6471725,-0.1134111,5,3,6,6720000
East legon ,5.6392848,-0.1624589,4,10,5,5438900
East legon hills,5.6927588,-0.1004742,4,,4,3000000
East legon trasacco valley ,5.6561067000000005,-0.11180814513303684,4,1,5,2610000
East legon ,5.6392848,-0.1624589,4,,4,2080000
Achimota,5.6242019,-0.2276807,3,,4,2170000
Ashongman estate ,5.6991372,-0.2373358,5,,6,924613
Spintex,5.6288265,-0.0901987,4,,5,2415000
Abokobi,5.7381697,-0.1948689,4,,5,1099000
Kpone katamanso,5.6896899,0.0570242,4,10,3,2850000
East legon hills,5.6927588,-0.1004742,4,,5,1610000
Ashaley botwe,5.6864517,-0.1369489,3,,4,910000
East legon hills,5.6927588,-0.1004742,4,,4,2000000
Adenta,5.7041391,-0.1687965,3,,3,899000
Haatso,5.6706808,-0.2033502,3,2,3,620035
Adenta,5.7041391,-0.1687965,3,,3,1364000
East legon hills,5.6927588,-0.1004742,3,,4,996200
East legon hills,5.6927588,-0.1004742,4,,4,2000000
Adenta,5.7041391,-0.1687965,3,,3,899000
East legon hills,5.6927588,-0.1004742,3,4,4,840000
East legon hills,5.6927588,-0.1004742,4,3,4,2400000
Adjiringanor,5.6496506,-0.1366577,4,2,4,2625000
Achimota,5.6242019,-0.2276807,4,2,4,1450000
Kasoa,5.532573,-0.437491,3,,3,330000
Cantonments,5.5841563,-0.1692489,4,,4,3535285
East legon hills,5.6927588,-0.1004742,4,,4,2000000
Airport residential area,5.6132499,-0.1832656,5,1582,5,10877800
East airport,5.6271981,-0.1080795,4,3,5,3010000
Adenta,5.7041391,-0.1687965,3,,3,870224
Kwabenya,5.6738604,-0.2488115,5,5,4,5000000
Tse addo $340,5.5741658,-0.1401788,3,,4,2550000
Madina upsa,5.6618148999999995,-0.16641951114531184,3,,3,683764
Accra,5.5571096,-0.2012376,4,1,6,2451643
Teshie-nungua,5.5961958,-0.1049687937218596,4,,3,410000
Tse addo,5.571400049999999,-0.13534024999999966,5,4,5,5934987
Oyibi,5.8142534,-0.121343,2,,2,596448
Lashibi,5.6850117,-0.0383551,3,1,3,1975333
Oyibi,5.8142534,-0.121343,3,,3,659232
East legon hills,5.6927588,-0.1004742,2,3,3,365000
Amrahia,5.7859227,-0.1479506,10,10,10,1850000
Agbogba,5.6918579,-0.1984465,4,2,5,924613
Oyarifa,5.756972,-0.1748633,2,,1,559133
Aburi,5.8474757,-0.1752664,5,10,5,17000000
Spintex,5.6288265,-0.0901987,4,,5,2415000
East legon hills,5.6927588,-0.1004742,4,,5,353529
East legon hills,5.6927588,-0.1004742,3,,4,1599476
East legon hills,5.6927588,-0.1004742,3,,4,1054000
East legon hills,5.6927588,-0.1004742,4,,5,1968600
East legon hills,5.6927588,-0.1004742,3,,4,996200
Adenta,5.7041391,-0.1687965,5,,4,850000
Tema,5.6596441,-0.0096592,4,,5,6055000
Tema,5.6596441,-0.0096592,9,,9,3900000
Kwabenya,5.6738604,-0.2488115,8,4,7,1875000
East legon,5.6392848,-0.1624589,5,,6,2400000
Dansoman,5.5468112,-0.2656595,10,4,5,1500000
Dansoman - sahara ,5.5498053,-0.2646495,6,5,4,1000000
Ashaley botwe,5.6864517,-0.1369489,3,,4,750000
East legon police station ,5.6316248,-0.1525559,4,5,5,650000
East legon hills,5.6927588,-0.1004742,4,,5,1400000
Spintex,5.6288265,-0.0901987,4,,5,5643750
East legon,5.6392848,-0.1624589,4,,4,3800000
East legon,5.6392848,-0.1624589,4,1,5,3800000
Tema comm. 25,5.6791912,-0.0229697,4,1,3,1467570
East legon,5.6392848,-0.1624589,4,1,5,1740448
Adentan west,5.7051780999999995,-0.1753186980377071,5,,6,1799999
East legon hills,5.6927588,-0.1004742,4,4,6,2298252
Abokobi,5.7381697,-0.1948689,3,4,3,580000
Ashaley botwe,5.6864517,-0.1369489,3,,3,550000
Oyarifa ,5.756972,-0.1748633,4,4,3,850000
Pokuase,5.6892131,-0.2826359,6,1,6,4120000
Greda estate,5.6162341,-0.1009744,9,,9,1550000
Tema ,5.6596441,-0.0096592,6,,6,1380000
East legon hills,5.6927588,-0.1004742,4,,5,24475050
Oyarifa,5.756972,-0.1748633,3,1,3,820000
Kasoa,5.532573,-0.437491,2,,1,300000
Ashongman ,5.697026,-0.2338194,4,1,5,1577281
Oyarifa,5.756972,-0.1748633,4,,6,568993
Ashaley botwe,5.6864517,-0.1369489,4,2,6,563115
Accra - tema ,5.6596441,-0.0096592,3,4,4,750000
Dzorwulu,5.6130923,-0.1991566,5,,5,9450000
Spintex ,5.6288265,-0.0901987,4,,5,1875000
East legon hills,5.6927588,-0.1004742,4,,5,1968600
East legon hills,5.6927588,-0.1004742,3,,4,1599476
Adenta ,5.7041391,-0.1687965,4,5,5,1260000
Spintex,5.6288265,-0.0901987,3,4,3,761446
Adenta ,5.7041391,-0.1687965,3,2,3,855600
Adenta,5.7041391,-0.1687965,3,,3,899000
Adenta,5.7041391,-0.1687965,3,,3,1364000
Adenta,5.7041391,-0.1687965,2,,2,545600
Adenta,5.7041391,-0.1687965,4,,4,13950000
Adenta,5.7041391,-0.1687965,3,,3,601400
Dome,5.6554227,-0.232884,4,2,5,4966580
Spintex,5.6288265,-0.0901987,3,,4,707057
New achimota ,5.6193772,-0.2403501,3,4,4,1500000
Agbogba,5.6918579,-0.1984465,3,,2,840000
Sakumono ,5.6252982,-0.0570156,4,4,5,3600000
Lashibi,5.6850117,-0.0383551,3,,4,1134000
East legon,5.6392848,-0.1624589,3,,4,980000
East legon hills,5.6927588,-0.1004742,2,2,3,340000
Cantonments,5.5841563,-0.1692489,5,,5,6863372
Afienya,5.7980928,0.0051816,7,2,6,650000
East airport,5.6271981,-0.1080795,5,2,4,5015000
East legon hills ,5.6927588,-0.1004742,4,3,4,960000
Ogbojo ,5.6691197,-0.1478252,4,4,5,1359725
Spintex,5.6288265,-0.0901987,4,4,4,2712500
East legon hills,5.6927588,-0.1004742,4,,5,1645000
Tema,5.6596441,-0.0096592,5,,6,3720000
Tema community 6,5.6508191,-0.0198848,5,,3,3192000
East legon hills ,5.6927588,-0.1004742,4,4,4,1800000
Ablekuma ,5.6279342,-0.3135003,3,5,3,500000
East legon hills,5.6927588,-0.1004742,3,4,3,815835
Tema-mataheko,5.5659266,-0.2373184,2,3,2,280000
East legon hills,5.6927588,-0.1004742,5,,4,1080000
Oyibi $55,5.8142534,-0.121343,1,,1,412500
East legon hills,5.6927588,-0.1004742,3,,3,1200000
Sakumono - lashibi,5.6367782,-0.0635137,4,,4,3780000
East legon hills,5.6927588,-0.1004742,3,2,4,652668
Adenta oyarifa ,5.7865008,-0.131581,4,2,4,1087780
Kwabenya,5.6738604,-0.2488115,2,2,1,520000
Oyarifa,5.756972,-0.1748633,3,5,4,995909
Spintex ,5.6288265,-0.0901987,3,3,4,1070000
East legon hills,5.6927588,-0.1004742,5,4,6,2833532
Spintex ,5.6288265,-0.0901987,3,3,4,1070000
Cantonments,5.5841563,-0.1692489,5,,5,4547635
Spintex,5.6288265,-0.0901987,2,,2,480000
East legon ,5.6392848,-0.1624589,4,,4,1520000
East legon hills,5.6927588,-0.1004742,5,5,5,3880000
Ashongman ,5.697026,-0.2338194,4,,5,924613
Ashaley botwe,5.6864517,-0.1369489,2,,2,244428
Spintex,5.6288265,-0.0901987,3,3,2,489501
East legon ,5.6392848,-0.1624589,3,2,4,1722800
Adenta,5.7041391,-0.1687965,2,,2,244428
Adenta,5.7041391,-0.1687965,4,,4,2175560
Dome,5.6554227,-0.232884,4,5,5,1087780
East legon,5.6392848,-0.1624589,4,4,5,2835000
Tse addo,5.571400049999999,-0.13534024999999966,4,5,5,3550000
Spintex ,5.6288265,-0.0901987,4,,5,2066782
Spintex,5.6288265,-0.0901987,3,,4,870224
Spintex,5.6288265,-0.0901987,4,,4,2481615
Spintex,5.6288265,-0.0901987,4,,4,1207500
Spintex,5.6288265,-0.0901987,6,,6,2719450
Tantra hills ,5.6460553,-0.2472712,4,4,5,1825000
Spintex,5.6288265,-0.0901987,2,3,3,470000
East legon,5.6392848,-0.1624589,4,4,5,2857500
East legon hills,5.6927588,-0.1004742,4,,5,1359725
East legon,5.6392848,-0.1624589,4,5,5,1631670
Tema - community 25,5.6791912,-0.0229697,4,,5,1359725
East legon,5.6392848,-0.1624589,4,5,5,2447505
East legon hills,5.6927588,-0.1004742,4,,5,2447505
East legon ,5.6392848,-0.1624589,5,2,5,4079175
East legon hills,5.6927588,-0.1004742,4,5,5,1903615
East legon hills,5.6927588,-0.1004742,5,1,6,3694273
East legon-adjiringanor ,5.6473563,-0.1496532,4,4,5,2447505
East legon ,5.6392848,-0.1624589,4,3,5,16478997
East airport,5.6271981,-0.1080795,5,2,7,16478997
East legon-adjiringanor ,5.6473563,-0.1496532,3,1,4,9887398
Ashongman ,5.697026,-0.2338194,4,4,5,700000
Community 22,5.7125358,-0.0293623,3,,3,873750
Dzorwulu,5.6130923,-0.1991566,5,1,5,3200000
Dzorwulu,5.6130923,-0.1991566,6,2,7,5438900
East legon,5.6392848,-0.1624589,5,5,4,3276000
Cantonments,5.5841563,-0.1692489,4,,4,39000000
Dome,5.6554227,-0.232884,4,7,5,1577281
East legon hills,5.6927588,-0.1004742,3,,3,890000
East legon hills,5.6927588,-0.1004742,4,3,5,910000
Achimota,5.6242019,-0.2276807,4,5,3,1755000
Agbogba ,5.6918579,-0.1984465,3,2,3,1359725
Ashaley botwe,5.6864517,-0.1369489,3,2,4,680000
East legon,5.6392848,-0.1624589,3,4,4,1468503
Amasaman,5.703291,-0.2990647,5,1,5,870000
Tema,5.6596441,-0.0096592,4,4,4,730000
Tema ,5.6596441,-0.0096592,2,5,2,876000
Amasaman,5.703291,-0.2990647,4,1,3,560000
Tema,5.6596441,-0.0096592,9,2,6,4500000
Amasaman,5.703291,-0.2990647,3,1,3,380000
East legon,5.6392848,-0.1624589,5,6,6,3750000
East legon,5.6392848,-0.1624589,3,3,4,2855000
Adjiringanor,5.6496506,-0.1366577,4,3,6,2300000
East legon,5.6392848,-0.1624589,3,3,4,2235000
Ayi mensah,5.7828565,-0.1816539,2,2,3,1023000
Adjiringanor,5.6496506,-0.1366577,4,5,5,2400000
East legon hills,5.6927588,-0.1004742,3,,3,2961000
Airport residential area,5.6132499,-0.1832656,4,,4,3801000
Amasaman,5.703291,-0.2990647,1,,1,155000
Amasaman,5.703291,-0.2990647,1,,1,155000
Amasaman,5.703291,-0.2990647,5,1,5,920000
Tema,5.6596441,-0.0096592,4,,4,1098705
East legon,5.6392848,-0.1624589,4,,4,2300000
Spintex road,5.6337386,-0.0978899,3,,3,1253433
Teshie,5.5822343,-0.1135104,3,,1,980920
Spintex,5.6288265,-0.0901987,4,1,4,1903615
Amasaman,5.703291,-0.2990647,3,1,3,570000
Amasaman,5.703291,-0.2990647,2,1,2,353529
Amasaman,5.703291,-0.2990647,2,1,2,295000
Amasaman,5.703291,-0.2990647,3,1,3,456868
Ashongman,5.697026,-0.2338194,3,3,3,450000
East legon hills,5.6927588,-0.1004742,4,5,5,1250947
Spintex,5.6288265,-0.0901987,3,,3,1087780
Spintex,5.6288265,-0.0901987,4,,4,1821091
Achimota,5.6242019,-0.2276807,4,1,4,2175560
Achimota,5.6242019,-0.2276807,4,2,4,2200000
Achimota,5.6242019,-0.2276807,3,2,3,1180000
Spintex road,5.6337386,-0.0978899,5,1,5,2719450
East airport,5.6271981,-0.1080795,5,4,6,6020000
East legon,5.6392848,-0.1624589,5,1,5,6341500
Achimota,5.6242019,-0.2276807,4,1,4,1631670
East legon,5.6392848,-0.1624589,5,,4,3687157
Tema,5.6596441,-0.0096592,4,,4,2000000
East legon,5.6392848,-0.1624589,4,6,5,3700000
Roman ridge,5.6052845,-0.1973074,4,,4,7200000
Cantonments,5.5841563,-0.1692489,3,,3,4289608
East legon,5.6392848,-0.1624589,5,,5,2582735
Dzorwulu,5.6130923,-0.1991566,4,,3,4674735
Kwabenya,5.6738604,-0.2488115,3,3,2,400000
Abelemkpe,5.609565,-0.2119801,4,,4,4399751
Tse addo,5.571400049999999,-0.13534024999999966,7,20,9,3300000
Adjiringanor,5.6496506,-0.1366577,2,2,3,2175560
Abelemkpe,5.609565,-0.2119801,3,,3,3299813
East legon hills,5.6927588,-0.1004742,4,130,4,1638000
Airport residential area,5.6132499,-0.1832656,,,,13597250
Dzorwulu,5.6130923,-0.1991566,4,2,3,6526680
Dzorwulu ,5.6130923,-0.1991566,7,1,6,2719450
Spintex,5.6288265,-0.0901987,4,,4,1434756
Airport residential area,5.6132499,-0.1832656,5,,5,8249533
Spintex,5.6288265,-0.0901987,4,,4,143023443
Kokomlemle,5.5755147,-0.2088731,3,,3,3849782
Kokomlemle,5.5755147,-0.2088731,4,,4,659962
Tse addo,5.571400049999999,-0.13534024999999966,4,,4,2051875
Airport residential area,5.6132499,-0.1832656,8,,9,24500000
Ashaley botwe,5.6864517,-0.1369489,3,,4,910000
Abelemkpe,5.609565,-0.2119801,4,,4,4124766
Klagon,5.664729100000001,-0.04993001182507725,3,3,3,700000
Asylum down,5.5709323,-0.2025493,4,,4,3988707
Asylum down,5.5709323,-0.2025493,3,,3,3418892
Tema community 22,5.7069368,-0.0165864,4,,5,1153000
Oyarifa,5.756972,-0.1748633,4,,4,1900000
East legon,5.6392848,-0.1624589,3,,3,1184000
East legon,5.6392848,-0.1624589,3,,3,1914575
Community 22,5.7125358,-0.0293623,4,1,3,1300000
Spintex,5.6288265,-0.0901987,3,,3,2477998
Adenta,5.7041391,-0.1687965,3,,3,744000
Airport residential area,5.6132499,-0.1832656,4,,4,5400000
Adjiringanor,5.6496506,-0.1366577,5,1,5,4480000
East legon,5.6392848,-0.1624589,4,,5,3920000
Community 25,5.7366446,0.0365789,3,,3,989000
East legon,5.6392848,-0.1624589,4,6,5,3000000
Oyarifa,5.756972,-0.1748633,3,2,3,400000
Cantonments,5.5841563,-0.1692489,4,,5,4623065
Spintex,5.6288265,-0.0901987,2,,2,1369293
Spintex,5.6288265,-0.0901987,3,,3,1709860
Pokuase,5.6892131,-0.2826359,4,,4,303957
Airport residential area,5.6132499,-0.1832656,4,,4,5499689
East legon,5.6392848,-0.1624589,6,4,7,3535
Lakeside estate accra,5.6977747,-0.13661310056382742,4,4,5,1196558
Asylum down,5.5709323,-0.2025493,3,,3,3418892
Klagon,5.664729100000001,-0.04993001182507725,3,3,3,700000
Oyarifa,5.756972,-0.1748633,4,,4,1900000
Tema community 22,5.7069368,-0.0165864,4,,5,1153000
Airport residential area,5.6132499,-0.1832656,4,,4,5400000
Adjiringanor,5.6496506,-0.1366577,5,1,5,4480000
East legon,5.6392848,-0.1624589,4,,5,3920000
Community 22,5.7125358,-0.0293623,4,1,3,1300000
Spintex,5.6288265,-0.0901987,3,,3,2477998
Adenta,5.7041391,-0.1687965,3,,3,744000
Community 25,5.7366446,0.0365789,3,,3,989000
East legon,5.6392848,-0.1624589,4,6,5,3000000
Spintex,5.6288265,-0.0901987,2,,2,1369293
Cantonments,5.5841563,-0.1692489,4,,5,4623065
Pokuase,5.6892131,-0.2826359,4,,4,303957
